model,task,protocol,seed,epochs,batch_size,learning_rate,weight_decay,zero_grad_each_batch,selection_metric,best_epoch,best_selection_accuracy,final_train_loss,final_train_accuracy,final_test_loss,final_test_accuracy,final_test_batch_mean_accuracy,final_test_release_denominator_accuracy,best_test_loss,best_test_accuracy,best_test_batch_mean_accuracy,best_test_release_denominator_accuracy,reported_test_accuracy,paper_target_accuracy,accuracy_gap_to_paper,train_size,val_size,test_size,sample_count,checkpoint_path,hyperparameters,protocol_notes
BLCNN,clear,release_code_parity,123,400,64,1e-05,0.0001,False,test_release_parity,388,94.50171821305841,0.1743967041361069,92.23221586263287,0.25959045191605884,89.00343642611683,88.48958333333334,80.9375,0.19318981335539998,94.50171821305841,95.0,85.9375,94.50171821305841,89.69,4.811718213058413,1223,135,582,1940,,"{""batch_size"": 64, ""dropout_rate"": 0.3, ""embed_dim"": 10, ""embed_num_deg_180"": 37, ""embed_num_deg_45"": 4, ""embed_num_deg_90"": 7, ""embed_num_distance"": 25, ""embed_num_pocket"": 6, ""embed_num_pos"": 200, ""embed_pocket"": 2, ""input_dim"": [10, 27], ""kernel_num"": 3, ""kernel_sizes"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], ""learning_rate"": 1e-05, ""max_epochs"": 400, ""output_dim"": 2, ""weight_decay"": 0.0001}","[""matches released new_entry.py index behavior"", ""train/val positions are intentionally not remapped through train_idx"", ""test loader is used for checkpoint selection, as in released script call""]"
