model,task,protocol,seed,epochs,batch_size,learning_rate,weight_decay,zero_grad_each_batch,selection_metric,best_epoch,best_selection_accuracy,final_train_loss,final_train_accuracy,final_test_loss,final_test_accuracy,final_test_batch_mean_accuracy,final_test_release_denominator_accuracy,best_test_loss,best_test_accuracy,best_test_batch_mean_accuracy,best_test_release_denominator_accuracy,reported_test_accuracy,paper_target_accuracy,accuracy_gap_to_paper,train_size,val_size,test_size,sample_count,checkpoint_path,hyperparameters,protocol_notes
BLCNN,win,paper40_clean,123,400,64,1e-05,0.0001,True,none,,,0.2634737565345371,93.29896907216495,0.6448982321109968,66.75257731958763,66.39254385964912,63.898026315789465,0.6448982321109968,66.75257731958763,66.39254385964912,63.898026315789465,66.75257731958763,86.56,-19.807422680412373,776,0,1164,1940,,"{""batch_size"": 64, ""dropout_rate"": 0.3, ""embed_dim"": 10, ""embed_num_deg_180"": 37, ""embed_num_deg_45"": 4, ""embed_num_deg_90"": 7, ""embed_num_distance"": 25, ""embed_num_pocket"": 6, ""embed_num_pos"": 200, ""embed_pocket"": 2, ""input_dim"": [10, 27], ""kernel_num"": 3, ""kernel_sizes"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], ""learning_rate"": 1e-05, ""max_epochs"": 400, ""output_dim"": 2, ""weight_decay"": 0.0001}","[""random 40% train and 60% held-out evaluation, matching paper text""]"
