model,task,protocol,seed,epochs,batch_size,learning_rate,weight_decay,zero_grad_each_batch,selection_metric,best_epoch,best_selection_accuracy,final_train_loss,final_train_accuracy,final_test_loss,final_test_accuracy,final_test_batch_mean_accuracy,final_test_release_denominator_accuracy,best_test_loss,best_test_accuracy,best_test_batch_mean_accuracy,best_test_release_denominator_accuracy,reported_test_accuracy,paper_blcnn_target_accuracy,accuracy_gap_to_paper_blcnn,train_size,val_size,test_size,sample_count,checkpoint_path,hyperparameters,protocol_notes
MLP,potted_after_break,paper40_clean,123,400,64,1e-05,0.0001,True,none,,,1.4019153658876713,53.608247422680414,1.4088121689472002,55.2405498281787,55.372807017543856,52.87828947368421,1.4088121689472002,55.2405498281787,55.372807017543856,52.87828947368421,55.2405498281787,80.94,-25.699450171821297,776,0,1164,1940,,"{""activation"": ""relu"", ""batch_normalization"": false, ""batch_size"": 64, ""dropout_rate"": 0.3, ""hidden_layers_sizes"": [128, 128], ""input_dim"": [270], ""learning_rate"": 1e-05, ""max_epochs"": 400, ""output_dim"": 10, ""weight_decay"": 0.0001}","[""random 40% train and 60% held-out evaluation, matching paper text""]"
