model,task,protocol,seed,epochs,batch_size,learning_rate,weight_decay,zero_grad_each_batch,selection_metric,best_epoch,best_selection_accuracy,final_train_loss,final_train_accuracy,final_test_loss,final_test_accuracy,final_test_batch_mean_accuracy,final_test_release_denominator_accuracy,best_test_loss,best_test_accuracy,best_test_batch_mean_accuracy,best_test_release_denominator_accuracy,reported_test_accuracy,paper_blcnn_target_accuracy,accuracy_gap_to_paper_blcnn,train_size,val_size,test_size,sample_count,checkpoint_path,hyperparameters,protocol_notes
MLP,win,paper40_clean,123,400,64,1e-05,0.001,True,none,,,0.5154486470615741,73.58247422680412,0.610845309352547,67.26804123711341,66.8859649122807,64.39144736842105,0.610845309352547,67.26804123711341,66.8859649122807,64.39144736842105,67.26804123711341,86.56,-19.291958762886594,776,0,1164,1940,,"{""activation"": ""relu"", ""batch_normalization"": false, ""batch_size"": 64, ""dropout_rate"": 0.3, ""hidden_layers_sizes"": [128, 128], ""input_dim"": [270], ""learning_rate"": 1e-05, ""max_epochs"": 400, ""output_dim"": 2, ""weight_decay"": 0.001}","[""random 40% train and 60% held-out evaluation, matching paper text""]"
